"","MLS # Link","St","Area","Address","Current Price","Total Acreage","Property SqFt","Lot Description","ZN","Subdivision Name","Road Description","Waterfront Property (Y/N)","Style of Property","Type of Property","Sale Price"
"501","F10532669","CS","7040","6904 Deer Park Ave","$60,000","0.2700","11,790","","RS-4 COU","Lakewood Park","","No","Zoned Residential","Residential","$60,000"
"501","A11921436","CS","5940 Florida Other","9559 SW 45TH CT","$61,000","0.4800","","1/4 To Less Than 1/2 Acre Lot","R1","KINGSLAND COUNTRY ESTATE","","No","Zoned Residential","Residential","$61,000"
"501","B26026092","CS","6352 Sebastian County","10279 N 89th Street","$60,000","0.2700","","1/4 To Less Than 1/2 Acre Lot, Corner Lot, Less Than 1 Acre","Residential","Vero Lake Estates","Other Road","No","","Unimproved Agri/Recreatn/Moblhome","$60,000"
"501","A12022352","CS","5940 Florida Other","1101 Dayton Ave","$60,000","1.0000","","","","Lehigh Acres","","No","Zoned Residential","Residential","$60,000"
"501","A11973051","CS","5940 Florida Other","430 N KENNEL ST","$55,000","1.0700","","","","MONTURA RANCHES","","No","Zoned Residential","Residential","$55,000"
"501","F10548516","CS","6230 SW Okeechobee County","1100 SW 86th Avenue","$58,000","0.5190","22,618","","","LAZY 7 ESTATES","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$58,000"
"501","F10542326","CS","","30187 NW 208th Ave","$52,000","3.7500","108,900","3 To Less Than 4 Acre Lot","","Viking","","No","Zoned Residential","Other","$52,000"
"501","A11896647","CS","5940 Florida Other","145 S KENNEL ST","$52,500","1.2500","","","","MONTURA RANCHES","","No","Zoned Residential","Residential","$52,500"
"501","A11896630","CS","5940 Florida Other","135 S KENNEL ST","$52,500","1.2500","","1 To Less Than 2 Acre Lot","","MONTURA RANCHES","","No","Zoned Residential","Residential","$52,500"
"501","A11630930","CS","5940 Florida Other","330 S Romero St","$55,000","1.2500","","","","MONTURA RANCH UNREC SEC 25","","No","Zoned Residential","Residential","$55,000"
"501","R11127330","CS","6240 NW Okeechobee County","18336 NW 308th Street","$26,500","2.5000","","","res agri","Southern Colonization","","No","","Single","$26,500"
"501","A11732511","CS","6240 NW Okeechobee County","30035 NW 208 ave","$55,000","2.5000","","2 To Less Than 3 Acre Lot","","okeechobee county sd","","No","Zoned Residential","Residential","$55,000"
"501","A11956223","CS","6372 Brevard County (W of Indian River)","437 Ganley Street","$58,000","0.2300","","1/4 To Less Than 1/2 Acre Lot","","Port Malabar Unit 31","","No","Zoned Residential","Residential","$58,000"
"501","A11956165","CS","6372 Brevard County (W of Indian River)","429 Ganley St","$58,000","0.2300","","1/4 To Less Than 1/2 Acre Lot","SRE","PORT MALABAR UNIT 31","","No","Zoned Residential","Residential","$58,000"
"501","R11135628","CS","5940 Florida Other","000 Oldenberg Street","$54,000","","","Corner Lot","0010","PORT MALABAR UNIT 31","City/County Maintained, Paved Road","No","","Single","$54,000"
"501","A11904750","CS","5940 Florida Other","936-938 COUNTESS AVE","$53,000","0.3500","17,000","1/4 To Less Than 1/2 Acre Lot","DUPLEX","LEHIGH ACRES","","No","Zoned Duplex","Residential","$53,000"
"501","F10541270","CS","","20327 NW 300th St","$57,000","1.2500","","1 To Less Than 2 Acre Lot","","Southern Colonization","","No","Zoned Residential","Residential","$57,000"
"501","R11108478","CS","5560","33 Muck City Road","$54,000","","","","MF12(c","S/D OF 20-42-37","City/County Maintained","Yes","","Single","$54,000"
"501","A11928590","CS","5940 Florida Other","1514 NE 7th Ave","$55,000","0.2500","","","","Cape Coral Subdivision","","No","Zoned Residential","Residential","$55,000"
"501","A11687713","CS","5940 Florida Other","722 NE 12th Street","$36,000","0.2571","","1/4 To Less Than 1/2 Acre Lot","","Cape Coral","","Yes","Zoned Residential","Residential","$36,000"
"501","A11915244","CS","7020","7903 Penny Ln","$50,000","0.2200","9,750","","¤RS-4 Cou","LAKEWOOD PARK UNIT 7","","No","Zoned Residential","Residential","$50,000"
"501","A11940071","CS","6321 City of Vero Beach","8936 103rd Ave","$50,000","0.2200","9,583","","¤RS-3","VERO LAKE ESTATES UNIT H-","","No","Zoned Residential","Residential","$50,000"
"501","A11940041","CS","6321 City of Vero Beach","8992 100th Ct","$49,000","0.2200","9,583","","¤RS-3","VERO LAKE ESTATES UNIT H-","","No","Zoned Residential","Residential","$49,000"
"501","R11096583","CS","5940 Florida Other","29460 Polk Drive","$55,000","1.2500","","1 To Less Than 2 Acre Lot","AE","N/A","","No","","Unimproved Agri/Recreatn/Moblhome","$55,000"
"501","A11817088","CS","5940 Florida Other","332/334 Gretchen Ave S","$52,000","0.2700","","","RM-2","LEHIGH ESTATES","","No","Zoned Duplex","Residential","$52,000"
"501","A11915222","CS","7020","6501 Emerson Ave","$51,000","0.2390","10,454","","¤RS-4 Cou","LAKEWOOD PARK UNIT 8B","","Yes","Zoned Residential","Residential","$51,000"
"501","A11982889","CS","7040","7901 Fort Walton Ave","$55,000","0.2700","11,761","1/4 To Less Than 1/2 Acre Lot","¤RS-4 Cou","LAKEWOOD PARK UNIT 6","Legal Access Road, City/County Maintained","No","Zoned Residential","Residential","$55,000"
"501","F10546727","CS","5940 Florida Other","2435 NW 6th Street","$50,000","0.2300","10,019","","R1-W","Cape Coral","","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$50,000"
"501","R11144092","CS","5940 Florida Other","500 Adams View Lane","$46,400","0.2300","","1/4 To Less Than 1/2 Acre Lot","PUD","WATER RIDGE SUBDIVISION","City/County Maintained, Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$46,400"
"501","A11907336","CS","5940 Florida Other","325 S Estribo St","$48,000","1.2500","","","","MONTURA RANCH","","No","Zoned Residential","Residential","$48,000"
"501","F10540689","CS","6240 NW Okeechobee County","16120 NW 300th Street","$50,000","3.7500","163,350","3 To Less Than 4 Acre Lot","Residential/ Ag","Southern Colonization Co","Other Road","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$50,000"
"501","R11117641","CS","7140","0 S 24th Street","$45,500","0.2100","","Less Than 1/4 Acre Lot, West Of US 1","RS-4 Count","EDGEWOOD ACRES","City/County Maintained, Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$45,500"
"501","R11152742","CS","5940 Florida Other","958 Vantage Street","$52,000","0.2300","","Less Than 1/4 Acre Lot, West Of US 1","rs","PORT MALABAR UNIT 11","City/County Maintained, Paved Road, Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$52,000"
"501","A11945785","CS","5940 Florida Other","2408 Parkview","$56,906","0.2300","","","res urban","Fort Myers Shores","","No","Zoned Residential","Residential","$56,906"
"501","R11160416","CS","5940 Florida Other","Tbd Giblin Drive","$53,000","0.4600","","1/2 To Less Than 3/4 Acre Lot, 1/4 To Less Than 1/2 Acre Lot","R1","PORT CHARLOTTE SUB 18","","No","","Unimproved Agri/Recreatn/Moblhome","$53,000"
"501","R11162302","CS","7040","5805 Eastwood Drive","$45,000","0.2800","","1/4 To Less Than 1/2 Acre Lot","RS-4Co","LAKEWOOD PARK UNIT 11","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$45,000"
"501","R11162301","CS","7040","5803 Eastwood Drive","$45,000","0.2600","","1/4 To Less Than 1/2 Acre Lot","RS-4Co","LAKEWOOD PARK UNIT 11","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$45,000"
"501","A11567321","CS","21","2155 NW 152nd St","$25,000","0.0803","3,500","","¤0100","1ST ADDN TO MAGNOLIA SUB","","No","Zoned Residential","Other","$25,000"
"501","A11881391","CS","49","0 SW 161 Ave","$10,000","0.0000","7,260","","¤8900","ATHOL SUB","","No","Zoned Residential","Residential","$10,000"
"501","B26034703","CS","5940 Florida Other","13 Port Royal Drive","$48,000","23.0000","","10 Or More Acre Lot, Interior Lot","residential","PALM COAST","","No","","Unimproved Agri/Recreatn/Moblhome","$48,000"
"501","A11991628","CS","5940 Florida Other","620 NW 28th St","$60,000","0.3500","15,246","1/4 To Less Than 1/2 Acre Lot","R1-D","CAPE CORAL","Paved Road, Public Road","No","Zoned Residential","Residential","$60,000"
"501","R11158660","CS","5940 Florida Other","0000 No Situs","$48,000","0.9900","","1/2 To Less Than 3/4 Acre Lot","R1/SINGLE FAMIL","ROLLING HILLS UNIT 1","Gravel/Lime Rock Road","No","","Unimproved Agri/Recreatn/Moblhome","$48,000"
"501","A11929001","CS","5940 Florida Other","440 S Datil","$53,000","1.2500","54,450","1 To Less Than 2 Acre Lot","","MONTURA RANCH","","No","Zoned Residential","Residential","$53,000"
"501","A11892577","CS","5940 Florida Other","533 Appaloosa Ave","$51,000","1.2500","","1 To Less Than 2 Acre Lot","Residential","Montura Ranch Estates","City/County Maintained, Paved Road, Public Road","No","Zoned Residential","Other","$51,000"
"501","A11824055","CS","5940 Florida Other","8420 Ebson Dr","$45,000","0.5500","","1 To Less Than 2 Acre Lot","","Suncoast Estates","Legal Access Road, Public Road","No","Zoned Residential","Residential","$45,000"
"501","A11804096","CS","5940 Florida Other","370 PARKER ST NE","$50,000","0.2300","","","","PLACID LAKES CANALS","","Yes","Zoned Residential","Residential","$50,000"
"501","R11167510","CS","6100","14832 SW 168th Avenue","$97,000","","","West Of US 1","Residential","BOOKER PARK","City/County Maintained, Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$97,000"
"501","F10542542","CS","6210 NE Okeechobee County","90 NE 138th Street","$42,500","0.4590","19,994","1/4 To Less Than 1/2 Acre Lot","","Okeechobee Hills","City/County Maintained, Paved Road, Public Road","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$42,500"
"501","B26018426","CS","6372 Brevard County (W of Indian River)","0000  Thames Road","$40,000","0.2600","","1/4 To Less Than 1/2 Acre Lot, Less Than 1 Acre","RESIDENTIAL","NONE","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$40,000"
"501","R11128896","CS","7040","7606 Miramar Avenue","$52,000","","","Less Than 1/4 Acre Lot","RES","Lakewood Park unit 1.","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$52,000"
"501","R11074470","CS","7040","7808 Banyan Street","$50,000","0.2400","","Less Than 1/4 Acre Lot","RS-4Co","LAKEWOOD PARK UNIT 3","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$50,000"
"501","B26036344","CS","7070","0 San Diego Avenue","$49,000","0.4100","","1/4 To Less Than 1/2 Acre Lot, Less Than 1 Acre","RS-4 Count","HARMONY HEIGHTS ADDITION","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$49,000"
"501","B26011498","CS","7090","2824  Oleander Avenue","$45,000","0.2400","","Less Than 1/4 Acre Lot, Interior Lot, Less Than 1 Acre, West Of US 1","SF Interme","MARAVILLA GARDENS SUBDIVIS","City/County Maintained","No","","Unimproved Agri/Recreatn/Moblhome","$45,000"
"501","R11162818","CS","5940 Florida Other","10826 NW 4th Avenue","$52,500","0.6800","","1/2 To Less Than 3/4 Acre Lot","res","COUNTRY MEADOWS","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$52,500"
"501","A11926739","CS","5940 Florida Other","17341 Yosemite Ct","$37,000","0.2400","","","RSF3.5/RESIDENTIAL-S","PUNTA GORDA ISLES SEC 21","","Yes","Zoned Residential","Other","$37,000"
"501","R11140990","CS","5940 Florida Other","7875 105th Court","$45,000","0.2200","","Less Than 1/4 Acre Lot, West Of US 1","RS-3","VERO LAKE ESTATES UNIT R","County Road","No","","Unimproved Agri/Recreatn/Moblhome","$45,000"
"501","R11002153","CS","6352 Sebastian County","8566 99th Court","$49,250","0.2200","","Less Than 1/4 Acre Lot","RS-3","VERO LAKE ESTATES UNIT I","City/County Maintained","No","","Unimproved Agri/Recreatn/Moblhome","$49,250"
"501","A11946686","CS","5940 Florida Other","580 S PALM ST","$50,000","1.2500","","1 To Less Than 2 Acre Lot","RFF","MONTURA RANCH ESTATES","Legal Access Road, Other Road","No","Zoned Residential","Residential","$50,000"
"501","A11968979","CS","5940 Florida Other","470 N MAYORAL ST","$52,000","1.0900","","1 To Less Than 2 Acre Lot","RRF","MONTURA RANCH ESTATES","Paved Road","No","Zoned Residential","Residential","$52,000"
"501","A11937028","CS","5940 Florida Other","222 Grant Blvd","$30,000","0.3597","","","","Lehigh Acres","","No","Zoned Residential","Residential","$30,000"
"501","A11913345","CS","5940 Florida Other","335 N LINDERO ST","$53,000","1.0900","","1 To Less Than 2 Acre Lot","RRF","MONTURA RANCH ESTATES","","No","Zoned Residential","Residential","$53,000"
"501","A11891396","CS","5940 Florida Other","2127 NE 34th TER","$47,000","0.2500","","","","Cape Coral","","No","Zoned Residential","Residential","$47,000"
"501","B26001951","CS","7070","1403 Avenue J","$53,000","0.2314","","Less Than 1/4 Acre Lot, Less Than 1 Acre","0000","JELLISON'S RESUBDIVSION","City/County Maintained","No","","Unimproved Agri/Recreatn/Moblhome","$53,000"
"501","R11088918","CS","6352 Sebastian County","10375 79th Street","$50,500","0.2400","","Less Than 1/4 Acre Lot","RS","VERO LAKES ESTATES","Paved Road, Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$50,500"
"501","F10553964","CS","6353 Fellsmere","9025 103rd Court","$47,000","0.2500","10,454","1/4 To Less Than 1/2 Acre Lot","RS-3","Vero Lake Estates Unit H-","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$47,000"
"501","A11885556","CS","6240 NW Okeechobee County","20533 NW 250Th Street","$45,000","1.2500","","1 To Less Than 2 Acre Lot","","N/A","Legal Access Road","No","Zoned Residential","Other","$45,000"
"501","R11002152","CS","6352 Sebastian County","8146 99th Court","$49,250","0.2200","","Less Than 1/4 Acre Lot","RS-3","VERO LAKE ESTATES UNIT K","County Road","No","","Unimproved Agri/Recreatn/Moblhome","$49,250"
"501","A11956696","CS","5940 Florida Other","565 SE DATIL ST","$51,000","1.2500","","1 To Less Than 2 Acre Lot","RRF","MONTURA RANCH ESTATES","Legal Access Road","No","Zoned Residential","Residential","$51,000"
"501","F10534706","CS","","18826 NW 244th St","$50,000","2.5000","54,450","","","Southern Colonization","","No","Zoned Residential","Residential","$50,000"
"501","A12006976","CS","49","0000 SW 157 avenue","$40,000","0.3000","13,200","Regular Lot","¤8900","ATHOL SUB","","No","Zoned Residential","Residential","$40,000"
"501","A11999885","CS","98 Florida Keys","12 Trin Ln","$50,000","0.1378","6,000","","¤is","WINDWARD BEACH ESTATES","Paved Road","No","Zoned Residential","Residential","$50,000"
"501","A11999845","CS","98 Florida Keys","13 Yuca Ln","$50,000","0.1148","5,000","","¤is","WINDWARD BEACH ESTATES","Paved Road","No","Zoned Residential","Residential","$50,000"
"501","A12024939","CS","5940 Florida Other","709 SIBONEY AVE","$55,000","1.0000","","1 To Less Than 2 Acre Lot","RRF","MONTURA RANCH ESTATES","","No","Zoned Residential","Residential","$55,000"
"501","A11996001","CS","5940 Florida Other","255 S ZAMBRIA ST","$48,000","1.2500","","","","MONTURA RANCHES","","No","Zoned Residential","Residential","$48,000"
"501","A11921521","CS","5940 Florida Other","2118 NE 5th ave","$41,000","0.2300","10,019","","","CAPE CORAL","","No","Zoned Residential","Residential","$41,000"
"501","R11140004","CS","5940 Florida Other","1314 Willard Avenue","$45,000","","","","RES","LEHIGH ACRES LEE COUNTY UN","","No","","Unimproved Agri/Recreatn/Moblhome","$45,000"
"501","A11905009","CS","5940 Florida Other","5809 SILVER SANDS CIR","$40,000","1.1364","","","","BIG TREE LAKES","","No","Zoned Residential","Residential","$40,000"
"501","A11900348","CS","5940 Florida Other","2780 52 AVE NE","$50,000","2.7300","118,919","","","GOLDEN GATE EST UNIT 44","","No","Zoned Residential","Residential","$50,000"
"501","R11107808","CS","5940 Florida Other","0 Sw 129th Pl ","$45,000","0.2400","","Less Than 1/4 Acre Lot","R1","Marion Oaks Unit 10","Paved Road","No","","Single","$45,000"
"501","A11793668","CS","5940 Florida Other","2710 NW 7 th Place","$43,000","0.0000","10,625","Less Than 1/4 Acre Lot","","CAPE CORAL UNIT 40","","No","Zoned Residential","Residential","$43,000"
"501","B26011013","CS","6240 NW Okeechobee County","3819 NW 26th Avenue","$45,000","0.3550","","1/4 To Less Than 1/2 Acre Lot, Less Than 1 Acre","Residential","Basswood Incorporated","County Road, City/County Maintained, Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$45,000"
"501","R11169337","CS","6321 City of Vero Beach","9375 103rd Avenue","$46,000","0.2200","","Less Than 1/4 Acre Lot","RS-3","VERO LAKE ESTATES UNIT H-2","","No","","Unimproved Agri/Recreatn/Moblhome","$46,000"
"501","B26036367","CS","7070","0 San Diego Avenue","$49,000","0.4100","","1/4 To Less Than 1/2 Acre Lot, Less Than 1 Acre","RS-4 Count","HARMONY HEIGHTS ADDITION","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$49,000"
"501","A11939520","CS","7170","24 North ST","$50,000","0.3100","","1/4 To Less Than 1/2 Acre Lot","¤Medium D","ALAMANDA VISTA SUBDIVISION","","No","Zoned Residential","Residential","$50,000"
"501","A11999571","CS","5940 Florida Other","760 N NOGAL ST","$48,000","1.2500","","1 To Less Than 2 Acre Lot","RRF","MONTURA RANCH ESTATES","","No","Zoned Residential","Residential","$48,000"
"501","A11992086","CS","5940 Florida Other","425 S DATIL ST","$48,000","1.2500","","1 To Less Than 2 Acre Lot","RRF","MONTURA RANCH ESTATES","Legal Access Road","No","Zoned Residential","Residential","$48,000"
"501","A12000870","CS","5940 Florida Other","397 MIRAMAR RD","$45,000","0.1600","7,057","Less Than 1/4 Acre Lot","","RUSSELL PARK ANNEX","City/County Maintained","No","Zoned Residential","Residential","$45,000"
"501","A11999565","CS","5940 Florida Other","720 N ISORA ST","$47,000","1.2500","","1 To Less Than 2 Acre Lot","RRF","MONTURA RANCH ESTATES","Legal Access Road, City/County Maintained","No","Zoned Residential","Residential","$47,000"
"501","R11144021","CS","5940 Florida Other","3922 N Longvalley Road","$47,000","1.1200","","1 To Less Than 2 Acre Lot","LDR","FAIRVIEW ESTATES","County Road","No","","Unimproved Agri/Recreatn/Moblhome","$47,000"
"501","R11137231","CS","5940 Florida Other","7338 Cobb Road","$45,000","0.2600","","1/4 To Less Than 1/2 Acre Lot","AG-2","RAPID","County Road, Paved Road","No","","","$45,000"
"501","F10544648","CS","6240 NW Okeechobee County","20271 NW 296th Street","$45,000","1.2500","54,540","1 To Less Than 2 Acre Lot","","Southern Colonization","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$45,000"
"501","R11158852","CS","6321 City of Vero Beach","9863 E Verona Circle","$33,000","0.2300","","Less Than 1/4 Acre Lot","RM-6","VERONA TRACE SUB & THE VIL","County Road","No","","Unimproved Agri/Recreatn/Moblhome","$33,000"
"501","B26005617","CS","6352 Sebastian County","7765 105th Avenue","$47,500","0.2200","","Less Than 1/4 Acre Lot, Less Than 1 Acre, West Of US 1","RS-3","VERO LAKE ESTATES UNIT R","","No","","Unimproved Agri/Recreatn/Moblhome","$47,500"
"501","R11136950","CS","6352 Sebastian County","8655 102 Nd Avenue","$49,900","0.2300","","Less Than 1/4 Acre Lot","RS-3","Vero Lake Estates Unit N","","No","","Unimproved Agri/Recreatn/Moblhome","$49,900"
"501","R11088929","CS","6352 Sebastian County","7876 104th Avenue","$49,750","0.2200","","Less Than 1/4 Acre Lot","Res-SF","VERO LAKES ESTATES","Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$49,750"
"501","R11088920","CS","6352 Sebastian County","7855 104th Avenue","$49,750","0.2200","","Less Than 1/4 Acre Lot","SF","Vero Lakes Estates","Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$49,750"
"501","R11137078","CS","6372 Brevard County (W of Indian River)","1374 Waffle Street","$40,000","0.2400","","Less Than 1/4 Acre Lot, Less Than 1 Acre","0010","PORT MALABAR UNIT 15","","No","","Unimproved Agri/Recreatn/Moblhome","$40,000"
"501","R11158199","CS","7070","1805 Barcelona Avenue","$48,000","0.1900","","Less Than 1/4 Acre Lot, West Of US 1","RS-4Co","PARADISE PARK","City/County Maintained, Paved Road, Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$48,000"
"501","A11827250","CS","5940 Florida Other","145 N MAYORAL STREET","$45,000","1.0900","47,480","1 To Less Than 2 Acre Lot","RRF","MONTURA RANCH EST 1 ST S/","","No","Zoned Residential","Residential","$45,000"
"501","R11168257","CS","5940 Florida Other","21668 NW 266th Street","$44,000","2.5000","","1 To Less Than 2 Acre Lot, 2 To Less Than 3 Acre Lot","res/ag","TRACT 12","","No","","Unimproved Agri/Recreatn/Moblhome","$44,000"
"501","B26009375","CS","6220 SE Okeechobee County","6681 SE 51st Street","$45,000","0.0470","","Less Than 1/4 Acre Lot, Less Than 1 Acre","VACANT","ANCIENT OAKS RV RESORT NO ","Paved Road","Yes","","Unimproved Agri/Recreatn/Moblhome","$45,000"
"501","F10524664","CS","6220 SE Okeechobee County","0 NE 13th Avenue","$49,500","0.3600","15,681","","Vacant indust","City Of Okeechobee","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$49,500"
"501","F10555215","CS","7040","0 Turnpike Feeder Road","$49,500","0.5200","22,831","1/2 To Less Than 3/4 Acre Lot","AR-1 COUNT","Kings Hwy","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$49,500"
"501","F10523615","CS","","0 NW 316th St","$49,000","2.5000","108,900","2 To Less Than 3 Acre Lot","AGRICULT","Viking Estates","","No","Zoned Residential","Other","$49,000"
"501","R11162791","CS","5940 Florida Other","581 Avenida Del Sur","$44,000","1.0700","","1 To Less Than 2 Acre Lot","RRF","MONTURA RANCHES ESTATES 1 ","","No","","Unimproved Agri/Recreatn/Moblhome","$44,000"
"501","R11162788","CS","5940 Florida Other","575 Avenida Del Sur","$44,000","1.0700","","1 To Less Than 2 Acre Lot","RRF","MONTURA RANCHES ESTATES 1 ","","No","","Unimproved Agri/Recreatn/Moblhome","$44,000"
"501","A11951541","CS","5940 Florida Other","580 N Cabbage Palm","$47,500","54,450.0000","54,450","1 To Less Than 2 Acre Lot","","MONTURA RANCHES","City/County Maintained, Paved Road, Public Road","Yes","Zoned Residential","Residential","$47,500"
"501","A11930307","CS","5940 Florida Other","2109 NE 14 PL","$42,000","0.3400","","1/4 To Less Than 1/2 Acre Lot","R1-D","Cape Coral","Paved Road","No","Zoned Residential","Other","$42,000"
"501","R11145636","CS","5940 Florida Other","2221 San Filippo Drive","$47,000","0.2300","","Less Than 1/4 Acre Lot","RES","PORT MALABAR UNIT 46","City/County Maintained, Paved Road, Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$47,000"
"501","A11921859","CS","5940 Florida Other","360 S Palomino Str","$45,000","1.2500","","1 To Less Than 2 Acre Lot, Interior Lot","RES ACG","MONTURA","","No","Zoned Residential","Residential","$45,000"
"501","R11126756","CS","5940 Florida Other","8055 Sunrise Circle","$40,000","0.4200","","1/4 To Less Than 1/2 Acre Lot","RG3","PORT LABELLE UNIT 9","City/County Maintained","No","","Unimproved Agri/Recreatn/Moblhome","$40,000"
"501","A11821879","CS","5940 Florida Other","2314 NE 36th ST","$31,715","0.2296","10,000","","","n/a","","No","Zoned Residential","Residential","$31,715"
"501","A11808320","CS","5940 Florida Other","101 Caddy Rd","$42,000","0.2300","10,000","Less Than 1/4 Acre Lot","RSF5","Oakland Hills","City/County Maintained, Paved Road, Public Road","Yes","Zoned Residential","Residential","$42,000"
"501","R11141003","CS","6220 SE Okeechobee County","3232 SE 34th Avenue","$48,000","0.2200","","Less Than 1/4 Acre Lot","RM","Treasure Island","Paved Road","Yes","","","$48,000"
"501","R11157856","CS","6321 City of Vero Beach","134 Highland Drive","$40,000","0.2400","","Less Than 1/4 Acre Lot","RS-6","VERO BEACH HIGHLANDS UNIT ","City/County Maintained","No","","Unimproved Agri/Recreatn/Moblhome","$40,000"
"501","R11065730","CS","6371 Brevard County (E of Indian River)","000 Seeley Circle","$41,000","0.3000","","Less Than 1/4 Acre Lot","R","PORT MALABAR UNIT 39","City/County Maintained, Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$41,000"
"501","T20055539","CS","7030","0 River Palm Drive","$47,000","0.3444","","","RS-4Co","","City/County Maintained","No","","Single","$47,000"
"501","B26023460","CS","7140","3108 Duban Terrace","$45,000","0.2300","","Less Than 1/4 Acre Lot, Less Than 1 Acre","RM-11 - County","SILVER LAKE PARK ADDITION","County Road, Gravel/Lime Rock Road","No","","Unimproved Agri/Recreatn/Moblhome","$45,000"
"501","A11936139","CS","5940 Florida Other","274 Lott Grade","$48,900","5.0000","","","","Venus","","No","Zoned Residential","Residential","$48,900"
"501","R11136574","CS","6352 Sebastian County","8155 99th Avenue","$48,900","0.2200","","Less Than 1/4 Acre Lot","RS-3/RS-3","Vero Lake Estates Unit K","","No","","Unimproved Agri/Recreatn/Moblhome","$48,900"
"501","A11971383","CS","5940 Florida Other","219 Rachard Blvd","$40,000","0.2500","","","","LAKE RACHARD","","Yes","Zoned Residential","Residential","$40,000"
"501","R11161006","CS","5940 Florida Other","18990 NW 284th Street","$45,000","1.2500","","1 To Less Than 2 Acre Lot","RES/AG","n/a","","No","","Unimproved Agri/Recreatn/Moblhome","$45,000"
"501","A11824361","CS","5940 Florida Other","228 MARKER RD","$43,000","0.2200","9,800","","RSF5","Rotonda West LONG MEADOW","Paved Road","No","Zoned Residential","Residential","$43,000"
"501","A11052192","CS","5940 Florida Other","1200 Butterfield Dr","$48,000","0.2300","10,000","","RSF3.5","Port Charlotte Sect 55","","Yes","Zoned Residential","Residential","$48,000"
"501","A11903336","CS","5940 Florida Other","3017 N Balsam Cir","$35,000","0.4500","","","","Port LaBelle","","No","Zoned Residential","Residential","$35,000"
"501","A11964696","CS","5940 Florida Other","430 N BRIDA ST","$45,000","1.0900","","","","MONTURA RANCHES","","No","Zoned Residential","Residential","$45,000"
"501","A11956689","CS","5940 Florida Other","450 S ROMERO ST","$46,000","1.2500","","1 To Less Than 2 Acre Lot","RRF","MONTURA RANCH ESTATES","","No","Zoned Residential","Residential","$46,000"
"501","A11961748","CS","5940 Florida Other","1011 NW Juanita Pl","$38,000","0.2000","","","","N/A","","No","Zoned Residential","Residential","$38,000"
"501","A11937094","CS","5940 Florida Other","428 Parkman  Ave","$30,000","0.3188","","","","Lehigh Acres","","No","Zoned Residential","Residential","$30,000"
"501","R11053506","CS","7070","Tbd San Marcos Avenue","$44,000","","","","RS-4Co","PARADISE PARK","Legal Access Road, City/County Maintained, Paved Road","No","","Single","$44,000"
"501","R11141510","CS","6352 Sebastian County","8977 100th Avenue","$40,000","0.1800","","Less Than 1/4 Acre Lot","RS-3","VERO LAKE ESTATES UNIT H-1","","No","","Unimproved Agri/Recreatn/Moblhome","$40,000"
"501","A11865799","CS","5940 Florida Other","755 S PALM ST","$45,000","1.2500","","1 To Less Than 2 Acre Lot","RRF","MONTURA RANCH ESTATES","Legal Access Road, Other Road","No","Zoned Residential","Residential","$45,000"
"501","A11944852","CS","49","3XXX SW 16X Ave","$38,000","0.2869","12,500","","¤8900","ATHOL SUB","","No","Zoned Residential","Other","$38,000"
"501","A12003881","CS","5940 Florida Other","150 s olivo st","$43,000","1.2500","","","","Montura Ranch","","No","Zoned Residential","Residential","$43,000"
"501","R11166596","CS","5940 Florida Other","10030 83rd Street","$45,000","0.2200","","Less Than 1/4 Acre Lot","RS-3","VERO LAKE ESTATES UNIT J","County Road","No","","Unimproved Agri/Recreatn/Moblhome","$45,000"
"501","A11970996","CS","5940 Florida Other","820 S Willow Street","$45,000","1.2500","","1 To Less Than 2 Acre Lot","RRF","Montura Ranches","","No","Zoned Residential","Residential","$45,000"
"501","A11968922","CS","5940 Florida Other","3006 NW Douglas Cir","$41,000","0.2600","","1/4 To Less Than 1/2 Acre Lot","","Cape Coral","","No","Zoned Residential","Residential","$41,000"
